Circuit Name,No of Lines,No of Gates,Fault Model,Total Faults,GA Approach,Detected Faults,Fault Coverage,Test Set Size,Best Vector Set,Execution Time,Actual Generations,Time Limit Exceeded,Minimization Skipped,date,time
ryy6_256,17,44,MMGF,87,Directed,87,100,7,"[98303, 90111, 44927, 97791, 96255, 49151, 98301]",1.7161,11,FALSE,FALSE,02-04-2026,16:08:49
ryy6_256,17,44,PMGF,85810,Directed,85435,99.562988,16,"[16383, 32639, 32764, 32763, 32759, 57343, 28671, 32735, 49148, 32703, 49143, 65439, 24575, 45055, 27647, 40959]",133.4111,20,FALSE,FALSE,02-04-2026,16:15:23
ryy6_256,17,44,RGF,44,Directed,44,100,2,"[98303, 49151]",1.8115,14,FALSE,FALSE,02-04-2026,16:15:35
ryy6_256,17,44,SAF,744,Directed,744,100,3,"[130975, 10849, 33098]",0.1481,1,FALSE,FALSE,02-04-2026,16:39:36
ryy6_256,17,44,SMGF,44,Directed,44,100,2,"[98302, 49150]",1.4529,12,FALSE,FALSE,02-04-2026,16:08:50
ryy6_256,17,44,SAF,744,Random,744,100,3,"[124709, 6618, 115766]",0.0979,1,FALSE,FALSE,03-04-2026,23:40:23
ryy6_256,17,44,MMGF,87,Random,87,100,7,"[98303, 94207, 44159, 97791, 97279, 48255, 98299]",0.6373,8,FALSE,FALSE,03-04-2026,23:40:24
ryy6_256,17,44,SMGF,44,Random,44,100,2,"[98302, 49150]",1.0409,9,FALSE,FALSE,03-04-2026,23:40:25
ryy6_256,17,44,PMGF,85810,Random,85378,99.49656217,16,"[65535, 16383, 32639, 32759, 32735, 32511, 28671, 32703, 49117, 32255, 44799, 32733, 40447, 32687, 49139, 39935]",83.1183,20,FALSE,FALSE,03-04-2026,23:44:50
ryy6_256,17,44,GAF,45,Random,45,100,3,"[77711, 8440, 82844]",0.008,1,FALSE,FALSE,03-04-2026,23:44:50
ryy6_256,17,44,CAF,376,Random,370,98.40425532,16,"[32740, 31774, 29694, 20478, 48286, 31969, 32670, 35870, 48356, 31998, 32753, 46078, 69406, 48369, 13310, 32766]",1.7101,20,FALSE,FALSE,03-04-2026,23:44:56
ryy6_256,17,44,RGF,44,Random,44,100,2,"[98303, 49087]",1.4509,18,FALSE,FALSE,03-04-2026,23:44:59
ryy6_256,17,44,BF,1408,Random,1408,100,2,"[103593, 79442]",0.1609,1,FALSE,FALSE,03-04-2026,23:44:59
ryy6_256,17,44,MBF,9240,Random,9240,100,2,"[10587, 56181]",1.5422,1,FALSE,FALSE,03-04-2026,23:56:45
ryy6_256,17,44,MBF,9240,Directed,9240,100,2,"[10579, 70485]",2.3466,1,FALSE,FALSE,04-04-2026,00:05:15
squar5_261,13,43,BF,1032,Directed,1032,100,3,"[684, 4170, 2766]",0.1178,1,FALSE,FALSE,02-04-2026,16:22:26
squar5_261,13,43,CAF,421,Directed,413,98.09976247,14,"[6889, 5956, 7622, 6552, 8069, 4072, 5124, 5108, 6132, 1028, 3669, 5574, 8004, 6377]",2.9952,20,FALSE,FALSE,02-04-2026,16:22:25
squar5_261,13,43,GAF,44,Directed,44,100,3,"[7469, 1299, 5025]",0.0113,1,FALSE,FALSE,02-04-2026,16:22:16
squar5_261,13,43,MMGF,85,Directed,85,100,7,"[6134, 6646, 7630, 7158, 5582, 6390, 1270]",0.9105,7,FALSE,FALSE,02-04-2026,16:22:05
squar5_261,13,43,PMGF,295,Directed,294,99.66101695,14,"[5631, 5119, 7935, 2559, 2047, 5887, 6399, 8191, 7167, 3327, 4607, 7679, 1535, 4095]",2.9121,20,FALSE,FALSE,02-04-2026,16:53:28
squar5_261,13,43,RGF,43,Directed,43,100,5,"[8163, 6120, 6632, 1160, 4580]",0.3042,3,FALSE,FALSE,02-04-2026,16:22:25
squar5_261,13,43,SAF,276,Directed,276,100,4,"[6730, 1092, 2944, 2809]",0.0342,1,FALSE,FALSE,02-04-2026,16:22:04
squar5_261,13,43,SMGF,43,Directed,43,100,5,"[8175, 6127, 6639, 5615, 1263]",1.3406,11,FALSE,FALSE,02-04-2026,16:22:07
squar5_261,13,43,SAF,276,Random,276,100,5,"[8092, 141, 4321, 7354, 7727]",0.0279,1,FALSE,FALSE,03-04-2026,23:44:59
squar5_261,13,43,MMGF,85,Random,85,100,6,"[8126, 6078, 6590, 5566, 6334, 1214]",1.0442,15,FALSE,FALSE,03-04-2026,23:45:00
squar5_261,13,43,SMGF,43,Random,43,100,5,"[8191, 6143, 6655, 5631, 1791]",1.3485,20,FALSE,FALSE,03-04-2026,23:45:01
squar5_261,13,43,PMGF,295,Random,291,98.6440678,14,"[5614, 5108, 2542, 2036, 7390, 8190, 254, 7156, 3838, 6398, 4590, 7662, 5374, 4083]",1.6238,20,FALSE,FALSE,03-04-2026,23:45:06
squar5_261,13,43,GAF,44,Random,44,100,3,"[4071, 5224, 4338]",0.0062,1,FALSE,FALSE,03-04-2026,23:45:06
squar5_261,13,43,CAF,421,Random,411,97.62470309,16,"[7984, 5940, 6276, 3364, 7076, 4388, 7792, 5156, 1664, 6564, 3888, 5488, 6032, 7460, 6288, 1920]",2.0391,20,FALSE,FALSE,03-04-2026,23:45:12
squar5_261,13,43,RGF,43,Random,43,100,5,"[7964, 5916, 6620, 1199, 4572]",0.1515,3,FALSE,FALSE,03-04-2026,23:45:12
squar5_261,13,43,BF,1032,Random,1032,100,4,"[4437, 1181, 3813, 5591]",0.0865,1,FALSE,FALSE,03-04-2026,23:45:12
squar5_261,13,43,MBF,4730,Random,4730,100,2,"[5412, 151]",1.0683,1,FALSE,FALSE,03-04-2026,23:56:46
squar5_261,13,43,MBF,4730,Directed,4730,100,3,"[3450, 3137, 2423]",0.9841,1,FALSE,FALSE,04-04-2026,00:05:16
sym6_316,14,29,BF,754,Directed,754,100,4,"[15250, 12998, 7438, 7333]",0.1317,1,FALSE,FALSE,02-04-2026,16:15:41
sym6_316,14,29,CAF,334,Directed,334,100,13,"[817, 3210, 4843, 4306, 2300, 8223, 3307, 3211, 623, 4821, 9261, 755, 4842]",1.5645,10,FALSE,FALSE,02-04-2026,16:15:41
sym6_316,14,29,GAF,30,Directed,30,100,3,"[3099, 8884, 8973]",0.0046,1,FALSE,FALSE,02-04-2026,16:15:40
sym6_316,14,29,MMGF,57,Directed,57,100,4,"[3070, 9767, 401, 2542]",0.0042,1,FALSE,FALSE,02-04-2026,16:46:27
sym6_316,14,29,PMGF,59,Directed,59,100,5,"[12314, 16068, 10032, 3983, 10034]",0.0081,1,FALSE,FALSE,02-04-2026,16:15:40
sym6_316,14,29,RGF,29,Directed,29,100,3,"[7543, 8223, 7994]",0.007,1,FALSE,FALSE,02-04-2026,16:15:41
sym6_316,14,29,SAF,144,Directed,144,100,5,"[16314, 13221, 15735, 4314, 12223]",0.0177,1,FALSE,FALSE,02-04-2026,16:15:40
sym6_316,14,29,SMGF,29,Directed,29,100,2,"[13786, 623]",0.003,1,FALSE,FALSE,02-04-2026,16:15:40
sym6_316,14,29,SAF,144,Random,144,100,5,"[16270, 10356, 9359, 7016, 16215]",0.0114,1,FALSE,FALSE,03-04-2026,23:37:03
sym6_316,14,29,MMGF,57,Random,57,100,5,"[7166, 7091, 12894, 7086, 15891]",0.3351,6,FALSE,FALSE,03-04-2026,23:37:03
sym6_316,14,29,SMGF,29,Random,29,100,3,"[7547, 13244, 12494]",0.0022,1,FALSE,FALSE,03-04-2026,23:37:03
sym6_316,14,29,PMGF,59,Random,59,100,5,"[11201, 2878, 10410, 10197, 7274]",0.0071,1,FALSE,FALSE,03-04-2026,23:37:03
sym6_316,14,29,GAF,30,Random,30,100,3,"[10641, 15400, 13903]",0.0041,1,FALSE,FALSE,03-04-2026,23:37:03
sym6_316,14,29,CAF,334,Random,334,100,13,"[1490, 1511, 11400, 10421, 733, 4943, 2915, 10413, 1714, 11720, 679, 1501, 14006]",0.7453,7,FALSE,FALSE,03-04-2026,23:37:04
sym6_316,14,29,RGF,29,Random,29,100,4,"[6559, 1843, 6862, 2463]",0.0027,1,FALSE,FALSE,03-04-2026,23:37:04
sym6_316,14,29,BF,754,Random,754,100,4,"[5813, 7404, 9032, 7221]",0.0515,1,FALSE,FALSE,03-04-2026,23:37:04
sym6_316,14,29,MBF,3828,Random,3828,100,3,"[10217, 11074, 15946]",0.781,1,FALSE,FALSE,03-04-2026,23:50:57
sym6_316,14,29,MBF,3828,Directed,3828,100,3,"[13421, 7943, 1061]",0.5553,1,FALSE,FALSE,03-04-2026,23:58:55
sym9_148,10,210,BF,3780,Directed,3780,100,2,"[341, 520]",1.3212,1,FALSE,FALSE,03-04-2026,13:42:59
sym9_148,10,210,CAF,1134,Directed,1094,96.47266314,14,"[1014, 989, 955, 1007, 895, 767, 1013, 990, 1011, 957, 987, 1004, 950, 765]",5.6192,20,FALSE,FALSE,03-04-2026,12:37:40
sym9_148,10,210,GAF,211,Directed,211,100,4,"[239, 477, 387, 405]",0.2661,1,FALSE,FALSE,03-04-2026,12:37:24
sym9_148,10,210,MMGF,419,Directed,419,100,11,"[493, 989, 477, 479, 491, 1003, 991, 469, 987, 979, 981]",1.3659,9,FALSE,FALSE,03-04-2026,13:42:13
sym9_148,10,210,PMGF,2478,Directed,2454,99.031477,16,"[986, 877, 759, 957, 975, 891, 823, 747, 878, 983, 758, 959, 985, 751, 1019, 991]",9.7526,20,FALSE,FALSE,03-04-2026,13:42:41
sym9_148,10,210,RGF,210,Directed,210,100,1,[1023],0.4905,2,FALSE,FALSE,03-04-2026,12:37:41
sym9_148,10,210,SAF,1932,Directed,1932,100,4,"[891, 660, 228, 868]",1.1538,1,FALSE,FALSE,03-04-2026,12:36:56
sym9_148,10,210,SMGF,210,Directed,210,100,1,[511],0.4015,3,FALSE,FALSE,03-04-2026,12:36:57
sym9_148,10,210,BF,3780,Random,3780,100,3,"[170, 692, 194]",1.2222,1,FALSE,FALSE,03-04-2026,11:08:45
sym9_148,10,210,CAF,1134,Random,1096,96.64902998,15,"[1011, 958, 893, 239, 991, 951, 894, 1021, 1019, 1007, 254, 887, 243, 1015, 895]",4.7457,20,FALSE,FALSE,03-04-2026,11:08:43
sym9_148,10,210,GAF,211,Random,211,100,4,"[766, 1019, 253, 919]",0.1414,1,FALSE,FALSE,03-04-2026,11:08:29
sym9_148,10,210,MMGF,419,Random,419,100,9,"[510, 509, 447, 508, 895, 958, 894, 957, 383]",2.4436,13,FALSE,FALSE,03-04-2026,11:08:03
sym9_148,10,210,PMGF,2478,Random,2450,98.8700565,14,"[762, 493, 375, 478, 443, 759, 351, 445, 451, 125, 446, 475, 1014, 699]",7.6483,20,FALSE,FALSE,03-04-2026,11:08:29
sym9_148,10,210,RGF,210,Random,210,100,1,[511],0.5221,4,FALSE,FALSE,03-04-2026,11:08:44
sym9_148,10,210,SAF,1932,Random,1932,100,5,"[950, 593, 175, 644, 447]",0.6273,1,FALSE,FALSE,03-04-2026,11:08:01
sym9_148,10,210,SMGF,210,Random,210,100,1,[1023],0.7415,4,FALSE,FALSE,03-04-2026,11:08:04
sys6-v0_144,10,15,BF,270,Directed,270,100,4,"[683, 831, 796, 925]",0.0119,1,FALSE,FALSE,02-04-2026,16:06:33
sys6-v0_144,10,15,CAF,107,Directed,107,100,10,"[191, 458, 133, 188, 178, 927, 61, 171, 306, 252]",2.5751,18,FALSE,FALSE,02-04-2026,16:06:33
sys6-v0_144,10,15,GAF,16,Directed,16,100,2,"[91, 452]",0.0098,1,FALSE,FALSE,02-04-2026,16:06:30
sys6-v0_144,10,15,MMGF,29,Directed,29,100,2,"[253, 118]",0.0026,1,FALSE,FALSE,02-04-2026,16:06:30
sys6-v0_144,10,15,PMGF,31,Directed,31,100,6,"[610, 751, 530, 787, 750, 131]",0.161,2,FALSE,FALSE,02-04-2026,16:06:30
sys6-v0_144,10,15,RGF,15,Directed,15,100,2,"[533, 700]",0.0037,1,FALSE,FALSE,02-04-2026,16:06:33
sys6-v0_144,10,15,SAF,86,Directed,86,100,4,"[962, 443, 853, 736]",0.0091,1,FALSE,FALSE,02-04-2026,16:06:30
sys6-v0_144,10,15,SMGF,15,Directed,15,100,4,"[435, 970, 928, 854]",0.006,1,FALSE,FALSE,02-04-2026,16:06:30
sys6-v0_144,10,15,BF,270,Random,270,100,4,"[628, 472, 754, 459]",0.011,1,FALSE,FALSE,02-04-2026,16:01:36
sys6-v0_144,10,15,CAF,107,Random,107,100,10,"[191, 124, 133, 234, 63, 148, 11, 92, 58, 82]",1.8884,15,FALSE,FALSE,02-04-2026,16:01:36
sys6-v0_144,10,15,GAF,16,Random,16,100,2,"[429, 721]",0.0068,1,FALSE,FALSE,02-04-2026,16:01:35
sys6-v0_144,10,15,MMGF,29,Random,29,100,4,"[824, 284, 285, 56]",0.0016,1,FALSE,FALSE,02-04-2026,16:01:34
sys6-v0_144,10,15,PMGF,31,Random,31,100,4,"[51, 142, 9, 131]",0.1351,2,FALSE,FALSE,02-04-2026,16:01:35
sys6-v0_144,10,15,RGF,15,Random,15,100,4,"[249, 332, 744, 979]",0.0032,1,FALSE,FALSE,02-04-2026,16:01:36
sys6-v0_144,10,15,SAF,86,Random,86,100,4,"[979, 301, 337, 612]",0.005,1,FALSE,FALSE,02-04-2026,16:01:34
sys6-v0_144,10,15,SMGF,15,Random,15,100,2,"[606, 829]",0.0036,1,FALSE,FALSE,02-04-2026,16:01:34
sys6-v0_144,10,15,MBF,840,Random,840,100,3,"[171, 263, 140]",0.0632,1,FALSE,FALSE,03-04-2026,23:47:38
sys6-v0_144,10,15,MBF,840,Directed,840,100,3,"[784, 688, 312]",0.0599,1,FALSE,FALSE,03-04-2026,23:58:22
urf2_277,8,3144,BF,44016,Directed,44016,100,10,"[104, 123, 51, 105, 62, 23, 32, 59, 122, 167]",210.9765,1,FALSE,FALSE,03-04-2026,14:29:10
urf2_277,8,3144,GAF,3145,Directed,3145,100,8,"[96, 44, 158, 188, 59, 208, 144, 130]",15.3597,1,FALSE,FALSE,03-04-2026,14:17:36
urf2_277,8,3144,MMGF,6287,Directed,6287,100,9,"[175, 124, 77, 212, 39, 78, 3, 28, 151]",32.1382,1,FALSE,FALSE,03-04-2026,13:05:42
urf2_277,8,3144,PMGF,5139,Directed,5025,97.78166959,14,"[40, 1, 200, 46, 3, 86, 195, 0, 67, 168, 214, 201, 33, 35]",116.5698,20,FALSE,FALSE,03-04-2026,14:17:20
urf2_277,8,3144,RGF,3144,Directed,3119,99.20483461,15,"[142, 129, 46, 47, 243, 55, 143, 242, 108, 65, 240, 246, 209, 111, 128]",59.2868,20,FALSE,FALSE,03-04-2026,14:25:39
urf2_277,8,3144,SAF,13842,Directed,13842,100,9,"[251, 72, 92, 189, 235, 87, 43, 204, 188]",70.8713,1,FALSE,FALSE,03-04-2026,13:05:09
urf2_277,8,3144,SMGF,3144,Directed,3129,99.52290076,14,"[196, 0, 101, 229, 198, 38, 39, 63, 228, 56, 191, 68, 48, 36]",49.8688,20,FALSE,FALSE,03-04-2026,14:12:15
urf2_277,8,3144,BF,44016,Random,44016,100,11,"[131, 41, 137, 219, 212, 150, 6, 196, 84, 129, 73]",226.7134,1,FALSE,FALSE,03-04-2026,12:04:20
urf2_277,8,3144,GAF,3145,Random,3145,100,10,"[6, 118, 75, 73, 244, 121, 40, 116, 252, 83]",13.949,1,FALSE,FALSE,03-04-2026,11:52:11
urf2_277,8,3144,MMGF,6287,Random,6287,100,9,"[179, 44, 205, 175, 47, 178, 63, 174, 140]",28.862,1,FALSE,FALSE,03-04-2026,11:44:13
urf2_277,8,3144,PMGF,5139,Random,5023,97.74275151,16,"[17, 197, 54, 202, 55, 205, 74, 47, 193, 46, 203, 49, 18, 109, 209, 101]",121.0462,20,FALSE,FALSE,03-04-2026,11:51:57
urf2_277,8,3144,RGF,3144,Random,3124,99.36386768,13,"[118, 16, 53, 29, 35, 157, 100, 181, 6, 102, 7, 38, 158]",78.586,20,FALSE,FALSE,03-04-2026,12:00:33
urf2_277,8,3144,SAF,13842,Random,13842,100,11,"[131, 99, 6, 25, 98, 97, 129, 12, 70, 37, 32]",67.082,1,FALSE,FALSE,03-04-2026,11:43:45
urf2_277,8,3144,SMGF,3144,Random,3127,99.45928753,13,"[175, 134, 131, 198, 172, 103, 173, 169, 108, 102, 3, 167, 187]",54.3174,20,FALSE,FALSE,03-04-2026,11:46:49
